geometry_type,surface_area,volume,frontal_area,length,width,height,rear_wing_angle,slant_angle,velocity,reynolds,drag,lift
airfoil,1.298,0.383,0.088,1.903,1.925,0.096,0.0,10.9,29.46,3698046,0.02617,1.15719
suv,12.11,6.991,3.019,4.597,1.91,1.639,1.1,3.3,27.1,8217592,0.36908,0.11482
sedan,13.0,2.798,1.805,4.157,1.828,1.441,3.4,18.2,40.9,11215125,0.29653,0.21772
flat_plate,0.579,0.026,1.906,0.02,1.316,0.569,0.0,0.0,22.02,29050,1.23515,-0.00562
sphere,7.743,3.908,1.669,1.296,0.165,0.914,0.0,0.0,39.81,3403282,0.0992,0.00085
airfoil,1.684,0.257,0.186,1.034,0.399,0.201,0.0,2.8,45.9,3130646,0.00674,0.30104
fsae,6.08,1.427,1.557,3.348,1.53,1.189,40.7,1.9,28.14,6214559,1.02704,-3.15726
fsae,8.034,1.216,1.036,3.867,1.411,1.018,22.6,2.2,42.29,10787297,0.88282,-2.37657
cylinder,6.979,1.495,0.345,2.473,0.812,0.743,0.0,0.0,15.05,2455056,0.28421,0.00425
ahmed_body,3.774,0.636,0.105,1.167,0.355,0.256,0.0,13.9,45.64,3513317,0.25055,0.08014
truck,40.928,24.711,9.456,12.716,2.546,3.707,0.0,0.5,22.96,19258533,0.68066,0.0831
sphere,3.829,4.986,1.372,1.006,1.143,0.614,0.0,0.0,11.89,789007,0.10199,0.0004
wedge,3.777,1.393,0.859,0.708,0.35,0.623,0.0,26.2,19.82,925631,0.54809,0.17878
fsae,5.834,1.39,1.163,4.398,1.639,1.076,36.9,0.9,34.66,10055058,0.95041,-2.89278
suv,13.713,4.891,2.95,5.104,2.087,1.727,2.2,1.1,40.12,13507420,0.36013,0.18954
airfoil,0.572,0.497,0.049,0.562,0.497,0.135,0.0,8.1,67.72,2510464,0.01278,0.88709
airfoil,1.139,0.119,0.046,1.962,1.937,0.039,0.0,11.9,31.37,4059891,0.04683,1.30123
ahmed_body,4.318,0.989,0.112,1.09,0.388,0.303,0.0,19.2,31.61,2272751,0.2693,0.08917
sphere,8.43,4.9,2.362,0.632,0.533,1.364,0.0,0.0,5.15,214697,0.43248,0.00141
fsae,6.714,0.995,1.379,4.332,1.533,1.094,24.6,4.2,46.18,13196026,0.9183,-2.516
airfoil,3.121,0.283,0.151,1.277,1.013,0.06,0.0,0.8,37.77,3181549,0.00587,0.07753
airfoil,2.732,0.233,0.054,1.777,1.366,0.1,0.0,10.6,30.79,3609092,0.02143,1.12385
sedan,9.136,4.18,1.935,4.345,1.719,1.389,4.9,10.6,29.37,8417721,0.26453,0.1466
sphere,7.953,4.39,0.851,1.372,1.338,0.467,0.0,0.0,20.98,1898718,0.10063,0.00218
sphere,3.303,4.096,1.727,0.929,1.334,0.687,0.0,0.0,37.93,2324338,0.09848,0.02822
sphere,10.636,4.637,2.016,0.316,0.468,1.234,0.0,0.0,38.77,808135,0.10099,-0.00252
suv,12.193,5.856,2.822,4.744,1.867,1.87,2.1,9.4,33.25,10404881,0.37389,0.15895
airfoil,2.098,0.066,0.182,1.345,0.703,0.127,0.0,6.1,76.76,6810172,0.00985,0.71515
cylinder,3.793,1.926,1.177,2.092,0.987,0.982,0.0,0.0,30.81,4251617,0.30605,-0.01445
ahmed_body,4.669,0.979,0.102,1.138,0.41,0.298,0.0,37.2,37.09,2784197,0.34151,0.10735
fsae,5.914,1.381,1.27,4.16,1.501,1.055,37.7,1.4,27.11,7439156,0.95981,-3.14643
ahmed_body,3.849,0.988,0.083,0.987,0.361,0.293,0.0,12.3,28.43,1850951,0.27322,0.04233
cylinder,4.92,1.075,0.929,1.116,0.194,0.911,0.0,0.0,7.91,582293,0.28984,0.0089
suv,15.905,5.107,2.752,4.945,1.956,1.73,0.6,5.0,21.51,7016290,0.37201,0.11558
fsae,5.976,1.521,1.099,3.231,1.612,1.094,39.5,0.0,24.52,5225865,0.96454,-3.20819
fsae,7.401,1.2,1.466,3.952,1.56,1.094,35.0,2.1,43.35,11300739,0.92818,-3.08333
cylinder,1.769,1.438,0.886,1.803,0.132,0.47,0.0,0.0,14.81,1761374,0.30089,-0.0025
ahmed_body,4.672,0.87,0.11,1.191,0.389,0.3,0.0,37.9,55.81,4384546,0.34504,0.10797
fsae,7.087,1.514,1.331,4.452,1.616,1.268,16.6,3.2,28.04,8234438,0.86263,-2.23161
fsae,5.759,1.32,1.425,4.339,1.453,1.258,42.1,1.2,42.93,12287155,1.0193,-3.2875
suv,12.065,4.588,3.062,4.638,1.857,1.706,0.0,2.3,20.77,6354305,0.3745,0.11043
truck,37.746,20.116,8.077,10.915,2.554,3.848,0.0,1.1,26.1,18791656,0.72024,0.09213
airfoil,2.37,0.062,0.124,1.07,1.558,0.07,0.0,9.3,37.04,2614301,0.01486,1.00645
sphere,8.643,2.984,1.429,0.784,1.168,0.748,0.0,0.0,29.85,1543694,0.09697,0.01739
fsae,8.23,1.595,1.266,4.251,1.695,1.158,38.9,3.3,17.52,4912765,0.95512,-3.08323
sphere,2.939,1.178,2.682,0.169,1.115,0.473,0.0,0.0,36.06,401988,0.28042,0.00823
airfoil,1.662,0.123,0.077,1.424,0.353,0.19,0.0,11.6,53.89,5061963,0.03988,1.31387
wedge,4.574,0.304,0.453,1.39,0.889,0.881,0.0,51.1,21.58,1978641,0.81688,0.30929
fsae,5.849,0.805,1.595,3.665,1.378,1.261,36.4,5.0,43.22,10448635,0.95963,-3.02974
airfoil,3.356,0.305,0.185,0.886,1.355,0.094,0.0,0.9,64.86,3790631,0.00619,0.11086
truck,37.583,29.363,8.656,14.536,2.446,3.915,0.0,3.9,24.09,23098433,0.7553,0.09286
suv,14.658,4.473,2.657,5.115,1.911,1.616,1.7,5.4,29.4,9919591,0.37744,0.15424
sphere,4.225,3.854,1.247,0.826,0.704,0.673,0.0,0.0,17.35,945323,0.10161,0.00382
truck,30.24,33.545,7.143,13.124,2.423,3.872,0.0,1.2,33.34,28862412,0.65261,0.07041
fsae,7.899,1.528,1.353,3.571,1.675,1.146,20.6,3.8,48.55,11436151,0.90186,-2.33097
suv,14.716,5.415,3.186,4.93,1.901,1.843,2.0,9.6,22.59,7346220,0.38417,0.13284
sedan,8.219,2.659,2.2,4.977,1.648,1.408,2.7,18.1,38.19,12537706,0.2928,0.21126
ahmed_body,4.801,0.692,0.084,0.997,0.411,0.279,0.0,5.2,25.29,1663201,0.26867,0.03509
airfoil,3.226,0.201,0.053,1.74,1.447,0.183,0.0,11.2,45.61,5234921,0.03208,1.21574
fsae,8.466,1.311,1.206,4.205,1.413,1.261,18.7,1.8,36.9,10235125,0.85075,-2.31221
wedge,2.013,1.334,0.208,2.402,0.649,0.723,0.0,25.1,45.42,7196493,0.53481,0.17462
wedge,3.122,0.945,1.188,0.873,1.299,0.776,0.0,55.4,43.92,2529166,0.8718,0.32387
suv,12.616,5.172,2.76,4.834,2.012,1.769,1.7,2.3,25.13,8013088,0.36468,0.13719
wedge,4.113,1.81,1.493,0.598,1.15,0.535,0.0,18.3,14.6,575910,0.47533,0.13918
flat_plate,3.461,0.043,2.695,0.035,1.294,1.721,0.0,0.0,18.01,41580,1.23267,0.00604
flat_plate,3.369,0.015,0.509,0.012,1.921,1.287,0.0,0.0,34.84,27578,1.22031,0.00287
sedan,10.999,2.887,1.915,4.544,1.805,1.314,0.4,19.7,27.12,8128844,0.30438,0.19146
fsae,8.134,0.873,1.118,4.289,1.36,1.099,33.0,2.6,38.35,10849812,0.98784,-2.90945
sedan,9.513,4.167,2.137,4.843,1.623,1.347,0.0,15.4,37.41,11950965,0.24708,0.20746
cylinder,2.139,0.514,0.724,2.92,0.547,0.267,0.0,0.0,5.79,1115224,0.28679,0.00127
sphere,10.187,3.812,2.497,1.05,0.863,0.804,0.0,0.0,5.59,387170,0.29461,0.01254
wedge,1.309,1.709,1.034,1.556,0.974,0.983,0.0,53.9,39.27,4030615,0.83602,0.31303
sphere,9.071,4.86,0.399,0.842,0.525,0.94,0.0,0.0,8.33,462656,0.16572,0.00385
sphere,4.611,2.163,0.915,0.687,0.678,0.354,0.0,0.0,9.71,440024,0.19748,0.00937
airfoil,0.797,0.079,0.074,1.741,0.522,0.143,0.0,5.4,48.25,5541111,0.00862,0.59614
sedan,11.607,3.826,2.321,4.048,1.66,1.324,4.5,11.5,30.07,8029245,0.25515,0.15662
sedan,11.821,2.5,2.372,4.287,1.826,1.449,1.2,11.8,25.77,7287334,0.25317,0.14741
suv,16.396,6.661,2.872,4.667,1.972,1.766,1.9,0.7,25.37,7810144,0.36205,0.14912
flat_plate,5.754,0.048,0.777,0.022,1.356,1.253,0.0,0.0,11.48,16660,1.21706,0.00669
wedge,1.574,0.835,0.885,1.169,1.017,0.931,0.0,49.5,40.89,3153061,0.7809,0.29435
cylinder,4.375,2.918,1.108,1.607,0.267,0.379,0.0,0.0,47.1,4992724,0.29567,0.00166
cylinder,6.011,2.69,1.723,1.512,0.811,0.43,0.0,0.0,46.81,4668649,0.2803,-0.0058
cylinder,5.857,1.208,0.63,2.301,0.924,0.718,0.0,0.0,40.3,6116774,0.30214,0.00238
ahmed_body,4.364,0.735,0.111,0.937,0.356,0.314,0.0,10.8,43.06,2661426,0.26157,0.05152
sphere,5.133,4.543,1.788,0.945,1.078,0.419,0.0,0.0,26.46,1649387,0.09837,-0.00046
fsae,8.029,1.084,1.558,3.829,1.536,1.161,22.7,4.3,26.57,6710853,0.91699,-2.49243
sphere,6.98,4.797,1.822,0.594,1.237,1.249,0.0,0.0,9.86,386335,0.2972,0.00413
sphere,1.321,3.918,0.809,0.335,0.461,1.364,0.0,0.0,49.84,1101346,0.09779,-0.00884
wedge,5.219,0.392,0.707,2.346,1.138,0.391,0.0,35.3,22.59,3495788,0.63285,0.21992
suv,14.861,5.526,2.605,4.8,2.021,1.698,1.9,6.0,38.11,12066491,0.36166,0.17217
suv,15.535,6.971,2.656,4.51,2.032,1.695,0.8,4.5,44.4,13208707,0.38005,0.18114
ahmed_body,4.507,0.795,0.096,1.199,0.384,0.299,0.0,22.3,56.07,4434560,0.28394,0.0919
flat_plate,1.312,0.044,0.413,0.032,1.248,1.604,0.0,0.0,12.91,27251,1.18217,0.01315
cylinder,6.772,0.673,0.985,1.677,0.413,0.245,0.0,0.0,22.27,2463509,0.29681,-0.01746
truck,51.373,21.225,7.988,12.341,2.45,3.906,0.0,4.0,30.54,24861091,0.69355,0.0951
wedge,3.491,1.175,0.85,1.585,0.655,0.644,0.0,52.6,25.46,2661880,0.80523,0.32911
sedan,10.88,2.783,2.195,4.02,1.873,1.444,1.3,13.5,38.31,10158720,0.24322,0.20257
airfoil,3.636,0.497,0.188,0.59,1.413,0.152,0.0,9.7,63.94,2488430,0.01567,1.10011
wedge,2.611,0.886,1.329,1.53,0.897,0.554,0.0,31.0,14.85,1498714,0.6024,0.20232
suv,15.838,6.388,2.968,5.192,1.887,1.65,1.5,4.9,24.76,8479810,0.36514,0.11632
cylinder,1.018,1.483,1.098,2.756,0.295,0.122,0.0,0.0,7.57,1376182,0.29515,-0.0148
airfoil,3.992,0.2,0.107,0.619,0.968,0.217,0.0,0.6,27.95,1141230,0.00609,0.06609
sedan,9.789,4.477,2.107,4.829,1.674,1.453,2.5,19.0,26.36,8396599,0.30709,0.19704
sphere,10.654,0.754,2.012,1.0,1.275,1.038,0.0,0.0,34.04,2245383,0.09928,0.01166
fsae,6.381,1.341,1.556,4.001,1.563,1.147,41.0,2.3,15.09,3982526,1.00755,-3.20669
sedan,8.911,2.783,2.005,4.979,1.869,1.346,0.7,13.2,45.52,14950137,0.25624,0.21086
wedge,2.499,0.317,1.242,1.475,0.7,0.481,0.0,35.6,29.82,2901352,0.66492,0.21956
airfoil,1.414,0.187,0.109,1.085,0.734,0.169,0.0,5.7,48.18,3448239,0.00926,0.63013
airfoil,3.071,0.064,0.022,0.624,0.578,0.215,0.0,3.8,70.0,2881266,0.00732,0.41641
sedan,9.392,3.199,1.864,4.552,1.658,1.382,1.0,13.1,47.08,14136422,0.2536,0.22557
sphere,4.735,4.174,0.474,1.286,1.048,0.776,0.0,0.0,22.35,1895917,0.09981,-0.02492
cylinder,2.421,2.655,0.13,2.339,0.316,0.728,0.0,0.0,32.08,4949546,0.29428,0.00356
fsae,6.274,0.884,1.094,3.884,1.446,1.26,21.5,1.9,41.35,10593892,0.87251,-2.31475
ahmed_body,4.493,0.738,0.091,1.069,0.392,0.29,0.0,30.8,33.16,2338261,0.31461,0.11902
ahmed_body,3.72,0.642,0.101,0.951,0.398,0.312,0.0,22.1,25.24,1583327,0.27484,0.08472
ahmed_body,4.274,0.99,0.102,1.175,0.359,0.311,0.0,4.3,21.25,1647015,0.26483,0.03076
sphere,0.567,3.371,0.121,1.061,1.463,0.122,0.0,0.0,9.92,694269,0.09745,-0.00285
sedan,8.185,2.833,2.145,4.309,1.796,1.419,2.5,17.2,26.99,7671498,0.23913,0.17473
sedan,12.074,3.985,2.29,4.736,1.745,1.333,2.8,12.7,45.11,14092412,0.2641,0.22755
airfoil,1.159,0.131,0.168,1.804,0.629,0.074,0.0,5.7,35.19,4187517,0.00935,0.63053
sedan,10.02,3.882,2.37,4.782,1.77,1.31,2.6,17.7,31.27,9863664,0.24687,0.19089
suv,15.76,5.247,2.527,4.918,1.896,1.612,0.9,7.4,29.06,9427248,0.38449,0.15201
cylinder,6.45,1.935,1.315,1.119,0.562,0.726,0.0,0.0,16.73,1234886,0.29822,-0.01249
airfoil,2.525,0.204,0.074,1.437,1.082,0.13,0.0,5.3,28.42,2693901,0.00903,0.60131
wedge,3.107,1.207,1.287,2.22,0.358,0.843,0.0,48.9,25.12,3678522,0.76268,0.30273
cylinder,2.172,1.059,0.175,0.896,0.465,0.821,0.0,0.0,26.1,1542586,0.30121,0.00484
fsae,7.217,1.5,1.574,3.67,1.698,1.197,18.0,4.5,18.7,4526979,0.89643,-2.29767
sphere,1.409,2.185,2.069,1.068,0.246,0.215,0.0,0.0,38.1,2684090,0.0987,0.00615
suv,17.364,5.279,2.552,4.701,2.04,1.783,0.5,6.3,29.56,9166330,0.36807,0.15702
suv,13.033,5.736,2.882,4.327,1.931,1.817,1.1,9.6,32.58,9299054,0.38441,0.15842
ahmed_body,4.537,0.758,0.107,1.087,0.381,0.315,0.0,0.3,21.93,1572422,0.25468,0.01939
airfoil,1.885,0.347,0.157,0.973,1.448,0.073,0.0,9.4,75.41,4839969,0.01522,0.99725
cylinder,2.896,0.12,0.439,1.277,0.976,0.238,0.0,0.0,20.36,1715021,0.30306,0.02978
ahmed_body,3.612,0.917,0.091,0.931,0.363,0.3,0.0,25.0,51.22,3145503,0.29873,0.09531
sphere,8.632,2.823,2.251,0.295,0.767,1.142,0.0,0.0,46.83,911270,0.09744,0.01083
ahmed_body,3.894,0.971,0.113,0.994,0.402,0.278,0.0,30.5,52.39,3435070,0.31681,0.09595
cylinder,4.909,1.089,1.929,1.002,0.923,0.181,0.0,0.0,48.54,3208251,0.29804,0.01657
sedan,12.643,2.735,1.861,4.693,1.875,1.351,3.1,19.7,38.26,11843943,0.30729,0.22319
wedge,2.579,1.692,0.964,1.959,1.04,0.97,0.0,52.1,28.14,3636297,0.81444,0.31196
sedan,10.079,4.301,2.003,4.724,1.784,1.442,0.0,18.0,37.51,11688472,0.23369,0.22897
fsae,5.977,0.9,1.564,3.387,1.683,1.066,33.2,4.9,30.91,6905816,0.96187,-2.83467
flat_plate,3.315,0.014,2.265,0.045,1.387,0.635,0.0,0.0,5.88,17454,1.25519,0.02449
cylinder,4.38,1.088,0.373,1.375,0.712,0.836,0.0,0.0,21.49,1949126,0.30637,-0.0004
sedan,8.684,4.096,2.342,4.726,1.849,1.334,4.7,17.4,20.19,6294059,0.24749,0.13894
fsae,5.564,1.494,1.201,3.826,1.377,1.238,26.7,1.9,39.95,10082368,0.93471,-2.55202
sedan,8.261,2.876,2.36,4.397,1.645,1.361,3.5,10.8,28.77,8344439,0.26516,0.15002
wedge,3.954,0.671,0.431,1.454,0.884,0.466,0.0,48.3,47.4,4546148,0.77584,0.29418
airfoil,0.987,0.255,0.043,1.777,0.843,0.239,0.0,4.4,52.41,6143309,0.00784,0.49263
cylinder,7.76,0.88,0.563,1.136,0.27,0.35,0.0,0.0,20.64,1546639,0.30396,0.0014
sphere,1.342,4.261,0.993,1.344,1.434,0.206,0.0,0.0,30.91,2740306,0.10054,0.00897
wedge,1.864,1.106,1.084,1.152,0.358,0.799,0.0,13.3,40.64,3088211,0.43223,0.12099
sphere,10.55,1.686,2.735,1.186,0.861,1.11,0.0,0.0,44.85,3508714,0.10068,-0.00922
cylinder,4.664,2.266,1.488,2.186,0.484,0.114,0.0,0.0,41.45,5976893,0.29627,0.01185
truck,30.52,30.155,8.324,10.206,2.421,3.878,0.0,2.8,31.18,20990968,0.70681,0.05156
suv,15.214,4.598,3.125,4.719,2.058,1.862,3.0,2.1,44.02,13702532,0.37731,0.19567
suv,14.313,6.071,2.79,4.448,2.016,1.697,2.3,6.3,34.21,10037340,0.36899,0.14174
sphere,6.103,1.201,0.72,1.277,0.904,1.2,0.0,0.0,27.45,2312246,0.09939,-0.01754
cylinder,6.062,1.363,1.012,2.895,0.172,0.301,0.0,0.0,42.79,8171309,0.29827,0.00589
ahmed_body,4.803,0.919,0.108,1.147,0.413,0.276,0.0,14.1,58.16,4400364,0.25192,0.06735
fsae,7.227,1.589,1.358,3.328,1.305,1.244,29.6,4.5,35.79,7856802,0.92803,-2.63714
suv,17.435,4.142,2.738,5.071,1.989,1.661,0.7,0.8,42.91,14353338,0.36043,0.16621
fsae,7.077,1.067,1.11,3.308,1.464,1.261,18.7,2.4,23.94,5223847,0.85085,-2.12426
ahmed_body,4.972,0.881,0.095,1.014,0.384,0.314,0.0,23.6,58.41,3906843,0.29241,0.08927
flat_plate,5.8,0.027,2.198,0.047,1.287,0.896,0.0,0.0,10.43,32336,1.22971,-0.00066
flat_plate,2.271,0.03,2.126,0.033,1.791,0.969,0.0,0.0,26.04,56683,1.23773,0.00231
cylinder,1.57,2.188,0.4,2.841,0.67,0.237,0.0,0.0,46.93,8794732,0.29937,-0.01527
wedge,4.615,1.352,0.775,2.41,1.336,0.89,0.0,52.8,21.19,3368595,0.82615,0.30206
sedan,9.68,3.146,1.854,4.301,1.852,1.414,1.0,17.9,37.47,10630506,0.23905,0.20023
fsae,7.795,0.914,1.395,3.902,1.469,1.222,17.4,2.9,43.76,11263293,0.87853,-2.29372
fsae,8.02,0.951,1.169,3.32,1.386,1.02,29.5,4.9,19.04,4169710,0.8972,-2.84135
sphere,10.838,4.013,1.906,0.129,1.241,0.409,0.0,0.0,8.85,75307,0.45179,0.01673
cylinder,3.847,1.533,1.937,2.763,0.951,0.296,0.0,0.0,28.15,5130505,0.28748,0.01721
wedge,3.393,1.087,0.973,0.618,1.111,0.603,0.0,12.0,17.45,711352,0.41824,0.11185
suv,13.026,4.62,2.704,4.853,1.948,1.849,2.2,5.9,29.96,9590757,0.36612,0.13065
wedge,3.264,0.543,0.29,2.093,1.083,0.428,0.0,30.4,15.16,2093000,0.58409,0.20065
fsae,6.206,1.211,1.366,3.538,1.586,1.124,40.4,4.6,36.22,8452926,0.99156,-3.24963
suv,13.365,6.546,2.916,5.015,1.916,1.601,2.0,3.8,21.79,7208235,0.36502,0.12556
suv,14.768,4.702,2.621,4.483,1.961,1.638,2.2,2.7,37.47,11080344,0.36112,0.16171
sedan,8.284,3.558,2.358,4.386,1.87,1.432,0.3,15.3,29.35,8491365,0.25177,0.17549
wedge,1.548,1.715,0.98,2.406,1.48,0.45,0.0,19.2,10.02,1590245,0.48511,0.15041
ahmed_body,4.631,0.868,0.111,0.977,0.394,0.292,0.0,35.6,47.65,3070848,0.33107,0.12262
fsae,6.968,1.498,1.13,4.455,1.632,1.215,25.3,4.2,38.99,11457813,0.9177,-2.55515
ahmed_body,4.653,0.807,0.099,1.052,0.397,0.266,0.0,28.3,50.94,3534887,0.30836,0.10733
cylinder,2.473,2.374,1.848,1.055,0.193,0.385,0.0,0.0,39.54,2751629,0.29247,-0.00584
ahmed_body,4.91,0.888,0.096,1.152,0.39,0.302,0.0,1.8,27.83,2114786,0.24988,0.02142
cylinder,6.808,1.321,0.63,2.148,0.838,0.871,0.0,0.0,11.84,1677594,0.29338,0.01521
fsae,7.974,0.881,1.057,3.573,1.597,1.122,30.9,1.8,28.34,6679342,0.92106,-2.78971
ahmed_body,3.858,0.723,0.102,1.1,0.405,0.27,0.0,31.0,52.39,3801385,0.33858,0.11048
suv,13.402,5.113,2.636,4.878,1.823,1.696,0.1,3.1,41.34,13301881,0.36114,0.18851
wedge,4.577,0.76,1.398,1.987,0.651,0.402,0.0,35.9,26.87,3521813,0.65269,0.22651
fsae,6.887,0.826,1.334,4.095,1.457,1.171,26.3,1.9,38.08,10286121,0.93342,-2.47477
sphere,2.578,3.28,2.41,0.11,1.383,0.318,0.0,0.0,22.47,163041,0.45912,-0.01511
airfoil,0.846,0.092,0.115,0.629,0.494,0.036,0.0,0.0,73.13,3034220,0.00591,-0.0127
fsae,8.036,1.444,1.469,4.092,1.372,1.03,40.6,2.5,44.48,12006079,0.97632,-3.18345
sphere,8.413,4.347,1.79,0.664,0.696,0.392,0.0,0.0,11.66,510702,0.10197,0.01665
sedan,9.229,3.876,2.16,4.151,1.645,1.436,3.8,16.7,25.87,7083534,0.24397,0.16136
airfoil,3.162,0.371,0.046,1.954,1.977,0.243,0.0,7.1,35.32,4552459,0.01088,0.76999
sedan,12.292,2.842,2.155,4.624,1.682,1.377,4.7,13.4,42.19,12868507,0.26228,0.2149
sphere,4.716,4.569,0.549,0.955,0.487,0.459,0.0,0.0,27.39,1725425,0.09484,-0.00412
fsae,7.03,1.035,1.443,4.359,1.341,1.115,21.1,4.7,20.87,6000813,0.91411,-2.34476
fsae,7.857,1.558,1.457,4.171,1.661,1.083,19.0,3.2,48.98,13475962,0.83658,-2.29548
sedan,8.87,3.557,1.845,4.361,1.818,1.314,0.2,19.9,47.16,13566277,0.30403,0.29042
wedge,1.33,1.887,0.557,1.301,0.84,0.344,0.0,52.6,12.02,1031532,0.83062,0.30283
sedan,8.833,4.394,2.115,4.993,1.777,1.333,2.2,14.4,42.67,14053516,0.25207,0.23142
wedge,1.066,1.2,1.077,2.284,0.723,0.682,0.0,26.6,21.56,3248222,0.55624,0.19526
ahmed_body,3.986,0.822,0.082,1.159,0.393,0.313,0.0,17.5,53.4,4082493,0.26964,0.07569
ahmed_body,4.728,0.919,0.115,1.047,0.379,0.277,0.0,9.7,44.27,3057433,0.26917,0.03934
fsae,6.37,0.938,1.534,3.696,1.623,1.226,20.0,2.0,21.1,5144169,0.89014,-2.43713
truck,33.864,26.282,8.407,11.426,2.481,3.637,0.0,2.4,27.37,20628603,0.69399,0.05152
suv,12.701,4.394,2.521,4.643,1.948,1.655,0.1,6.0,39.4,12066900,0.38093,0.17402
suv,12.037,4.506,2.846,4.67,1.844,1.666,2.6,2.6,35.01,10784743,0.37323,0.16537
cylinder,7.388,1.425,1.892,2.337,0.228,0.351,0.0,0.0,7.6,1171583,0.29519,-0.01352
flat_plate,2.528,0.045,1.467,0.011,1.453,0.723,0.0,0.0,12.34,8954,1.25711,0.0078
fsae,7.93,1.158,1.407,3.692,1.342,1.288,27.6,4.5,20.72,5046058,0.93082,-2.67733
sedan,9.735,2.647,1.817,4.463,1.649,1.487,4.0,15.8,47.42,13960123,0.24304,0.26163
